Waiting for sweep ID...
Found Sweep ID: mof3aj3v
Starting wandb agent for sweep mof3aj3v...
TRAINING DEVICE: cpu
Run Name: GIN_sag_hp_sweep_sag_mof3aj3v-tpxzm3mm
finidhed preparing data
Loading dataset from pretrain_dataset_12.5k_fixed_duplicates.pkl
Loaded 412712 data objects.
finished preparing data
Epoch 1/1000, Train Loss: 3.0622, Validation Loss: 2.5392
Epoch 2/1000, Train Loss: 1.7172, Validation Loss: 1.9249
Epoch 3/1000, Train Loss: 1.6669, Validation Loss: 2.1919
Epoch 4/1000, Train Loss: 1.7962, Validation Loss: 2.1913
Epoch 5/1000, Train Loss: 1.6909, Validation Loss: 8.4679
Epoch 6/1000, Train Loss: 1.3377, Validation Loss: 1.1516
Epoch 7/1000, Train Loss: 1.5592, Validation Loss: 2.0157
Epoch 8/1000, Train Loss: 1.2631, Validation Loss: 1.3092
Epoch 9/1000, Train Loss: 1.4457, Validation Loss: 1.4710
Epoch 10/1000, Train Loss: 1.3865, Validation Loss: 1.7071
Epoch 11/1000, Train Loss: 1.2565, Validation Loss: 1.2201
Epoch 12/1000, Train Loss: 1.2606, Validation Loss: 2.5815
Epoch 13/1000, Train Loss: 1.2305, Validation Loss: 1.3125
Epoch 14/1000, Train Loss: 1.2821, Validation Loss: 6.8971
Epoch 15/1000, Train Loss: 1.8697, Validation Loss: 1.0949
Epoch 16/1000, Train Loss: 1.3327, Validation Loss: 2.4597
Epoch 17/1000, Train Loss: 1.1571, Validation Loss: 1.0560
Epoch 18/1000, Train Loss: 1.2353, Validation Loss: 2.6476
Epoch 19/1000, Train Loss: 1.7333, Validation Loss: 1.5090
Epoch 20/1000, Train Loss: 1.7330, Validation Loss: 1.6673
Epoch 21/1000, Train Loss: 1.7470, Validation Loss: 1.9553
Epoch 22/1000, Train Loss: 1.4121, Validation Loss: 1.6828
Epoch 23/1000, Train Loss: 1.4000, Validation Loss: 0.9809
Epoch 24/1000, Train Loss: 1.1039, Validation Loss: 2.5763
Epoch 25/1000, Train Loss: 1.5042, Validation Loss: 1.1018
Epoch 26/1000, Train Loss: 1.2774, Validation Loss: 1.1677
Epoch 27/1000, Train Loss: 1.1353, Validation Loss: 3.0142
Epoch 28/1000, Train Loss: 1.3438, Validation Loss: 1.0119
Epoch 29/1000, Train Loss: 1.3757, Validation Loss: 1.3773
Epoch 30/1000, Train Loss: 1.1237, Validation Loss: 1.1315
Epoch 31/1000, Train Loss: 1.1744, Validation Loss: 1.0414
Epoch 32/1000, Train Loss: 1.4970, Validation Loss: 1.0368
Epoch 33/1000, Train Loss: 0.9760, Validation Loss: 1.2781
Epoch 34/1000, Train Loss: 1.3798, Validation Loss: 1.4241
Epoch 35/1000, Train Loss: 1.4318, Validation Loss: 2.2625
Epoch 36/1000, Train Loss: 1.2964, Validation Loss: 1.1387
Epoch 37/1000, Train Loss: 1.1972, Validation Loss: 1.1875
Epoch 38/1000, Train Loss: 1.3234, Validation Loss: 2.3471
Epoch 39/1000, Train Loss: 1.5475, Validation Loss: 1.6814
Epoch 40/1000, Train Loss: 1.1905, Validation Loss: 2.1302
Epoch 41/1000, Train Loss: 1.3595, Validation Loss: 1.2061
Epoch 42/1000, Train Loss: 1.5370, Validation Loss: 1.1641
Epoch 43/1000, Train Loss: 1.3137, Validation Loss: 1.6253
Epoch 44/1000, Train Loss: 1.3409, Validation Loss: 1.4258
Epoch 45/1000, Train Loss: 1.2759, Validation Loss: 1.4397
Epoch 46/1000, Train Loss: 1.2072, Validation Loss: 3.1624
Epoch 47/1000, Train Loss: 1.1690, Validation Loss: 1.2645
Epoch 48/1000, Train Loss: 1.3129, Validation Loss: 1.7805
Epoch 49/1000, Train Loss: 1.2598, Validation Loss: 1.3018
Epoch 50/1000, Train Loss: 1.1619, Validation Loss: 1.5639
Epoch 51/1000, Train Loss: 1.2981, Validation Loss: 1.6859
Epoch 52/1000, Train Loss: 1.4735, Validation Loss: 2.0430
Epoch 53/1000, Train Loss: 1.2313, Validation Loss: 4.3635
Epoch 54/1000, Train Loss: 1.2285, Validation Loss: 1.6364
Epoch 55/1000, Train Loss: 1.2700, Validation Loss: 1.2444
Epoch 56/1000, Train Loss: 1.3889, Validation Loss: 3.2989
Epoch 57/1000, Train Loss: 1.2115, Validation Loss: 1.1685
Epoch 58/1000, Train Loss: 1.3575, Validation Loss: 1.0740
Epoch 59/1000, Train Loss: 1.4302, Validation Loss: 1.5856
Epoch 60/1000, Train Loss: 1.1783, Validation Loss: 1.1495
Epoch 61/1000, Train Loss: 1.0604, Validation Loss: 1.0037
Epoch 62/1000, Train Loss: 1.0873, Validation Loss: 1.0954
Epoch 63/1000, Train Loss: 1.0887, Validation Loss: 1.1897
Epoch 64/1000, Train Loss: 1.2058, Validation Loss: 1.6675
Epoch 65/1000, Train Loss: 1.2941, Validation Loss: 1.3372
Epoch 66/1000, Train Loss: 1.1570, Validation Loss: 0.9665
Epoch 67/1000, Train Loss: 1.2478, Validation Loss: 0.9699
Epoch 68/1000, Train Loss: 1.1162, Validation Loss: 1.3645
Epoch 69/1000, Train Loss: 1.1911, Validation Loss: 1.9980
Epoch 70/1000, Train Loss: 1.1495, Validation Loss: 1.2050
Epoch 71/1000, Train Loss: 1.2228, Validation Loss: 1.5937
Epoch 72/1000, Train Loss: 1.0504, Validation Loss: 1.0187
Epoch 73/1000, Train Loss: 1.1400, Validation Loss: 1.7116
Epoch 74/1000, Train Loss: 1.1414, Validation Loss: 0.9469
Epoch 75/1000, Train Loss: 1.1205, Validation Loss: 1.2864
Epoch 76/1000, Train Loss: 1.0969, Validation Loss: 1.8659
Epoch 77/1000, Train Loss: 1.1703, Validation Loss: 1.0124
Epoch 78/1000, Train Loss: 1.1302, Validation Loss: 1.0716
Epoch 79/1000, Train Loss: 1.1161, Validation Loss: 1.5531
Epoch 80/1000, Train Loss: 1.1630, Validation Loss: 1.1914
Epoch 81/1000, Train Loss: 1.1201, Validation Loss: 1.4658
Epoch 82/1000, Train Loss: 0.9829, Validation Loss: 0.8891
Epoch 83/1000, Train Loss: 1.0688, Validation Loss: 1.1561
Epoch 84/1000, Train Loss: 1.0471, Validation Loss: 1.2034
Epoch 85/1000, Train Loss: 1.0659, Validation Loss: 0.9590
Epoch 86/1000, Train Loss: 1.1361, Validation Loss: 1.2614
Epoch 87/1000, Train Loss: 1.1049, Validation Loss: 1.4859
Epoch 88/1000, Train Loss: 1.1738, Validation Loss: 1.4242
Epoch 89/1000, Train Loss: 1.0710, Validation Loss: 0.8686
Epoch 90/1000, Train Loss: 1.0038, Validation Loss: 1.1308
Epoch 91/1000, Train Loss: 1.0355, Validation Loss: 0.9683
Epoch 92/1000, Train Loss: 1.1245, Validation Loss: 1.1949
Epoch 93/1000, Train Loss: 1.0474, Validation Loss: 1.0260
Epoch 94/1000, Train Loss: 0.9532, Validation Loss: 1.0032
Epoch 95/1000, Train Loss: 0.8952, Validation Loss: 3.4591
Epoch 96/1000, Train Loss: 1.1115, Validation Loss: 0.8577
Epoch 97/1000, Train Loss: 0.9145, Validation Loss: 0.8553
Epoch 98/1000, Train Loss: 0.9002, Validation Loss: 1.0666
Epoch 99/1000, Train Loss: 0.9272, Validation Loss: 1.1589
Epoch 100/1000, Train Loss: 1.2454, Validation Loss: 2.1750
Epoch 101/1000, Train Loss: 0.9295, Validation Loss: 0.9389
Epoch 102/1000, Train Loss: 0.9086, Validation Loss: 1.2138
Epoch 103/1000, Train Loss: 0.9237, Validation Loss: 0.9663
Epoch 104/1000, Train Loss: 1.0628, Validation Loss: 1.2117
Epoch 105/1000, Train Loss: 1.0649, Validation Loss: 1.3848
Epoch 106/1000, Train Loss: 0.9175, Validation Loss: 13.6065
Epoch 107/1000, Train Loss: 1.2638, Validation Loss: 1.4343
Epoch 108/1000, Train Loss: 0.9513, Validation Loss: 0.9649
Epoch 109/1000, Train Loss: 0.9189, Validation Loss: 1.1829
Epoch 110/1000, Train Loss: 1.0050, Validation Loss: 1.6077
Epoch 111/1000, Train Loss: 1.0940, Validation Loss: 1.6301
Epoch 112/1000, Train Loss: 1.1128, Validation Loss: 1.2914
Epoch 113/1000, Train Loss: 0.9637, Validation Loss: 1.0563
Epoch 114/1000, Train Loss: 1.0011, Validation Loss: 0.9588
Epoch 115/1000, Train Loss: 0.9462, Validation Loss: 1.2454
Epoch 116/1000, Train Loss: 0.8539, Validation Loss: 1.6526
Epoch 117/1000, Train Loss: 0.8020, Validation Loss: 0.8376
Epoch 118/1000, Train Loss: 0.8077, Validation Loss: 1.0867
Epoch 119/1000, Train Loss: 0.7767, Validation Loss: 0.8765
Epoch 120/1000, Train Loss: 0.8141, Validation Loss: 1.0049
Epoch 121/1000, Train Loss: 1.0512, Validation Loss: 1.4849
Epoch 122/1000, Train Loss: 1.2609, Validation Loss: 1.4563
Epoch 123/1000, Train Loss: 1.0943, Validation Loss: 1.3421
