Creating sweep...
foo1
mof3aj3v
Sweep created with ID: mof3aj3v
Starting wandb agent for sweep mof3aj3v...
TRAINING DEVICE: cpu
Run Name: GIN_sag_hp_sweep_sag_mof3aj3v-q2txtkx4
finidhed preparing data
Loading dataset from pretrain_dataset_12.5k_fixed_duplicates.pkl
Loaded 412712 data objects.
finished preparing data
Epoch 1/1000, Train Loss: 5.7706, Validation Loss: 1.6251
Epoch 2/1000, Train Loss: 1.8858, Validation Loss: 2.7360
Epoch 3/1000, Train Loss: 1.7141, Validation Loss: 1.8947
Epoch 4/1000, Train Loss: 1.6797, Validation Loss: 1.3032
Epoch 5/1000, Train Loss: 1.5854, Validation Loss: 2.1909
Epoch 6/1000, Train Loss: 1.7152, Validation Loss: 1.7342
Epoch 7/1000, Train Loss: 1.3886, Validation Loss: 1.7819
Epoch 8/1000, Train Loss: 1.4825, Validation Loss: 10.3126
Epoch 9/1000, Train Loss: 18.7715, Validation Loss: 2.4956
Epoch 10/1000, Train Loss: 1.5883, Validation Loss: 1.2805
Epoch 11/1000, Train Loss: 1.3942, Validation Loss: 1.9829
Epoch 12/1000, Train Loss: 1.5288, Validation Loss: 1.5103
Epoch 13/1000, Train Loss: 1.4567, Validation Loss: 2.5799
Epoch 14/1000, Train Loss: 1.6535, Validation Loss: 1.9851
Epoch 15/1000, Train Loss: 1.7233, Validation Loss: 1.2800
Epoch 16/1000, Train Loss: 1.6321, Validation Loss: 1.4698
Epoch 17/1000, Train Loss: 1.5336, Validation Loss: 1.4215
Epoch 18/1000, Train Loss: 1.4025, Validation Loss: 1.3163
Epoch 19/1000, Train Loss: 1.4179, Validation Loss: 1.2767
Epoch 20/1000, Train Loss: 51.2821, Validation Loss: 2.1697
Epoch 21/1000, Train Loss: 1.4011, Validation Loss: 2.5691
Epoch 22/1000, Train Loss: 1.3742, Validation Loss: 2.0930
Epoch 23/1000, Train Loss: 1.3181, Validation Loss: 1.7489
Epoch 24/1000, Train Loss: 7.1139, Validation Loss: 1.2799
Epoch 25/1000, Train Loss: 1.3319, Validation Loss: 1.3721
Epoch 26/1000, Train Loss: 1.3141, Validation Loss: 1.5664
Epoch 27/1000, Train Loss: 1.3105, Validation Loss: 1.7512
Epoch 28/1000, Train Loss: 1.3162, Validation Loss: 1.8426
Epoch 29/1000, Train Loss: 1.2309, Validation Loss: 1.0563
Epoch 30/1000, Train Loss: 1.3042, Validation Loss: 1.4224
Epoch 31/1000, Train Loss: 1.2562, Validation Loss: 2.6532
Epoch 32/1000, Train Loss: 1.2488, Validation Loss: 1.4731
Epoch 33/1000, Train Loss: 1.2433, Validation Loss: 1.1992
Epoch 34/1000, Train Loss: 1.2225, Validation Loss: 1.5856
Epoch 35/1000, Train Loss: 1.2232, Validation Loss: 1.7136
Epoch 36/1000, Train Loss: 1.1886, Validation Loss: 1.3558
Epoch 37/1000, Train Loss: 1.2077, Validation Loss: 1.0203
Epoch 38/1000, Train Loss: 1.2033, Validation Loss: 1.4625
Epoch 39/1000, Train Loss: 1.2308, Validation Loss: 1.8228
Epoch 40/1000, Train Loss: 1.1630, Validation Loss: 1.4402
Epoch 41/1000, Train Loss: 1.3185, Validation Loss: 2.2605
Epoch 42/1000, Train Loss: 1.1691, Validation Loss: 1.1930
Epoch 43/1000, Train Loss: 1.1916, Validation Loss: 2.1492
Epoch 44/1000, Train Loss: 1.1517, Validation Loss: 2.7263
Epoch 45/1000, Train Loss: 1.1704, Validation Loss: 1.1606
Epoch 46/1000, Train Loss: 1.1500, Validation Loss: 1.3399
Epoch 47/1000, Train Loss: 1.1388, Validation Loss: 4.8968
Epoch 48/1000, Train Loss: 1.1401, Validation Loss: 1.6027
Epoch 49/1000, Train Loss: 1.0957, Validation Loss: 1.6432
Epoch 50/1000, Train Loss: 1.0854, Validation Loss: 1.2079
Epoch 51/1000, Train Loss: 1.1530, Validation Loss: 0.9296
Epoch 52/1000, Train Loss: 1.0224, Validation Loss: 1.4083
Epoch 53/1000, Train Loss: 1.0668, Validation Loss: 0.9095
Epoch 54/1000, Train Loss: 1.0761, Validation Loss: 1.3171
Epoch 55/1000, Train Loss: 1.1507, Validation Loss: 1.2778
Epoch 56/1000, Train Loss: 1.1047, Validation Loss: 1.3941
Epoch 57/1000, Train Loss: 1.0817, Validation Loss: 3.5498
Epoch 58/1000, Train Loss: 1.1428, Validation Loss: 1.1794
Epoch 59/1000, Train Loss: 1.0727, Validation Loss: 3.5451
Epoch 60/1000, Train Loss: 1.1367, Validation Loss: 1.2514
Epoch 61/1000, Train Loss: 1.1289, Validation Loss: 0.9925
Epoch 62/1000, Train Loss: 1.1390, Validation Loss: 2.0245
Epoch 63/1000, Train Loss: 0.9830, Validation Loss: 0.9228
Epoch 64/1000, Train Loss: 1.0651, Validation Loss: 5.2781
Epoch 65/1000, Train Loss: 1.0589, Validation Loss: 2.2085
Epoch 66/1000, Train Loss: 1.1266, Validation Loss: 1.6704
Epoch 67/1000, Train Loss: 1.0929, Validation Loss: 1.5768
Epoch 68/1000, Train Loss: 1.0227, Validation Loss: 1.2134
Epoch 69/1000, Train Loss: 1.0373, Validation Loss: 0.9852
Epoch 70/1000, Train Loss: 1.1978, Validation Loss: 1.7288
Epoch 71/1000, Train Loss: 0.9649, Validation Loss: 1.7397
Epoch 72/1000, Train Loss: 0.9718, Validation Loss: 2.8159
Epoch 73/1000, Train Loss: 1.0988, Validation Loss: 1.5109
Epoch 74/1000, Train Loss: 1.0474, Validation Loss: 1.8841
Epoch 75/1000, Train Loss: 1.0696, Validation Loss: 1.5271
Epoch 76/1000, Train Loss: 1.0237, Validation Loss: 2.0182
Epoch 77/1000, Train Loss: 1.0469, Validation Loss: 3.9431
Epoch 78/1000, Train Loss: 1.0472, Validation Loss: 1.1178
Epoch 79/1000, Train Loss: 1.0336, Validation Loss: 13.8659
Epoch 80/1000, Train Loss: 1.0786, Validation Loss: 3.7039
Epoch 81/1000, Train Loss: 1.0574, Validation Loss: 1.3254
Epoch 82/1000, Train Loss: 1.0470, Validation Loss: 0.8435
Epoch 83/1000, Train Loss: 1.0499, Validation Loss: 2.8294
Epoch 84/1000, Train Loss: 0.9996, Validation Loss: 1.3541
Epoch 85/1000, Train Loss: 1.0994, Validation Loss: 6.4636
Epoch 86/1000, Train Loss: 1.0652, Validation Loss: 1.0896
Epoch 87/1000, Train Loss: 1.0478, Validation Loss: 3.6926
Epoch 88/1000, Train Loss: 0.9897, Validation Loss: 1.6502
Epoch 89/1000, Train Loss: 1.0405, Validation Loss: 2.7681
Epoch 90/1000, Train Loss: 0.9688, Validation Loss: 0.9722
Epoch 91/1000, Train Loss: 0.9937, Validation Loss: 0.9922
Epoch 92/1000, Train Loss: 1.1677, Validation Loss: 1.4507
Epoch 93/1000, Train Loss: 1.0295, Validation Loss: 1.8940
Epoch 94/1000, Train Loss: 1.0030, Validation Loss: 1.5772
Epoch 95/1000, Train Loss: 0.9695, Validation Loss: 2.6853
Epoch 96/1000, Train Loss: 0.9521, Validation Loss: 1.3073
Epoch 97/1000, Train Loss: 1.0192, Validation Loss: 0.9895
Epoch 98/1000, Train Loss: 1.0583, Validation Loss: 2.6679
Epoch 99/1000, Train Loss: 1.0493, Validation Loss: 1.2960
Epoch 100/1000, Train Loss: 0.9926, Validation Loss: 1.4216
Epoch 101/1000, Train Loss: 1.0114, Validation Loss: 1.2357
Epoch 102/1000, Train Loss: 1.0043, Validation Loss: 3.0314
Epoch 103/1000, Train Loss: 1.0527, Validation Loss: 1.7761
Epoch 104/1000, Train Loss: 0.9720, Validation Loss: 1.0873
Epoch 105/1000, Train Loss: 1.0972, Validation Loss: 4.1925
Epoch 106/1000, Train Loss: 0.9525, Validation Loss: 1.8673
Epoch 107/1000, Train Loss: 1.0343, Validation Loss: 2.4047
Epoch 108/1000, Train Loss: 1.0184, Validation Loss: 0.8493
Epoch 109/1000, Train Loss: 1.0572, Validation Loss: 1.1916
Epoch 110/1000, Train Loss: 0.9966, Validation Loss: 0.7439
Epoch 111/1000, Train Loss: 1.0631, Validation Loss: 1.2346
