Waiting for sweep ID...
Found Sweep ID: be12np04
Starting wandb agent for sweep be12np04...
TRAINING DEVICE: cpu
Run Name: GCN_global_hp_sweep_be12np04-g4ly3p0r
finidhed preparing data
Loading dataset from pretrain_dataset_12.5k_fixed_duplicates.pkl
Loaded 412712 data objects.
finished preparing data
Epoch 1/1000, Train Loss: 5.8662, Validation Loss: 4.7621
Epoch 2/1000, Train Loss: 1.6461, Validation Loss: 1.7635
Epoch 3/1000, Train Loss: 1.5574, Validation Loss: 3.8747
Epoch 4/1000, Train Loss: 1.4685, Validation Loss: 2.7520
Epoch 5/1000, Train Loss: 1.2127, Validation Loss: 2.9645
Epoch 6/1000, Train Loss: 1.2806, Validation Loss: 1.2661
Epoch 7/1000, Train Loss: 1.1502, Validation Loss: 1.3712
Epoch 8/1000, Train Loss: 1.1364, Validation Loss: 1.1066
Epoch 9/1000, Train Loss: 1.0940, Validation Loss: 1.2053
Epoch 10/1000, Train Loss: 1.1226, Validation Loss: 1.0416
Epoch 11/1000, Train Loss: 1.1490, Validation Loss: 2.6663
Epoch 12/1000, Train Loss: 1.0423, Validation Loss: 1.0255
Epoch 13/1000, Train Loss: 1.0769, Validation Loss: 1.2549
Epoch 14/1000, Train Loss: 1.0717, Validation Loss: 1.1078
Epoch 15/1000, Train Loss: 0.9965, Validation Loss: 2.0447
Epoch 16/1000, Train Loss: 1.0343, Validation Loss: 1.5260
Epoch 17/1000, Train Loss: 1.0679, Validation Loss: 2.0778
Epoch 18/1000, Train Loss: 0.9322, Validation Loss: 2.4653
Epoch 19/1000, Train Loss: 1.0525, Validation Loss: 2.5668
Epoch 20/1000, Train Loss: 1.0350, Validation Loss: 1.1890
Epoch 21/1000, Train Loss: 0.9310, Validation Loss: 0.9357
Epoch 22/1000, Train Loss: 1.0069, Validation Loss: 1.1937
Epoch 23/1000, Train Loss: 0.9850, Validation Loss: 2.5654
Epoch 24/1000, Train Loss: 0.9311, Validation Loss: 3.9369
Epoch 25/1000, Train Loss: 0.9814, Validation Loss: 1.2916
Epoch 26/1000, Train Loss: 0.9422, Validation Loss: 3.0074
Epoch 27/1000, Train Loss: 0.9649, Validation Loss: 1.4034
Epoch 28/1000, Train Loss: 0.9502, Validation Loss: 2.3455
Epoch 29/1000, Train Loss: 0.9203, Validation Loss: 12.9477
Epoch 30/1000, Train Loss: 0.9374, Validation Loss: 3.4391
Epoch 31/1000, Train Loss: 0.9592, Validation Loss: 4.3449
Epoch 32/1000, Train Loss: 0.8674, Validation Loss: 1.4564
Epoch 33/1000, Train Loss: 0.9238, Validation Loss: 2.3105
Epoch 34/1000, Train Loss: 0.8847, Validation Loss: 6.8891
Epoch 35/1000, Train Loss: 0.9240, Validation Loss: 1.9199
Epoch 36/1000, Train Loss: 0.8314, Validation Loss: 2.1016
Epoch 37/1000, Train Loss: 0.8788, Validation Loss: 1.0883
Epoch 38/1000, Train Loss: 0.8089, Validation Loss: 2.4852
Epoch 39/1000, Train Loss: 0.8793, Validation Loss: 1.1488
Epoch 40/1000, Train Loss: 0.8328, Validation Loss: 2.5346
Epoch 41/1000, Train Loss: 0.8414, Validation Loss: 1.3036
Epoch 42/1000, Train Loss: 0.7944, Validation Loss: 0.8549
Epoch 43/1000, Train Loss: 0.7771, Validation Loss: 2.5021
Epoch 44/1000, Train Loss: 0.7690, Validation Loss: 0.9466
Epoch 45/1000, Train Loss: 0.7762, Validation Loss: 1.0499
Epoch 46/1000, Train Loss: 0.7689, Validation Loss: 0.7630
Epoch 47/1000, Train Loss: 0.7627, Validation Loss: 1.3853
Epoch 48/1000, Train Loss: 0.7815, Validation Loss: 2.2728
Epoch 49/1000, Train Loss: 0.7647, Validation Loss: 1.4125
Epoch 50/1000, Train Loss: 0.7579, Validation Loss: 1.3098
Epoch 51/1000, Train Loss: 0.7475, Validation Loss: 1.6818
Epoch 52/1000, Train Loss: 0.6724, Validation Loss: 0.6692
Epoch 53/1000, Train Loss: 0.6941, Validation Loss: 1.9407
Epoch 54/1000, Train Loss: 0.7042, Validation Loss: 1.1260
Epoch 55/1000, Train Loss: 0.6704, Validation Loss: 2.5110
Epoch 56/1000, Train Loss: 0.6869, Validation Loss: 1.6148
Epoch 57/1000, Train Loss: 0.6550, Validation Loss: 0.7942
Epoch 58/1000, Train Loss: 0.6626, Validation Loss: 2.5287
Epoch 59/1000, Train Loss: 0.6475, Validation Loss: 3.3094
Epoch 60/1000, Train Loss: 0.6531, Validation Loss: 0.7052
Epoch 61/1000, Train Loss: 0.6399, Validation Loss: 1.0065
Epoch 62/1000, Train Loss: 0.6183, Validation Loss: 2.0450
Epoch 63/1000, Train Loss: 0.6324, Validation Loss: 2.7420
Epoch 64/1000, Train Loss: 0.6327, Validation Loss: 1.0688
Epoch 65/1000, Train Loss: 0.5981, Validation Loss: 1.3683
Epoch 66/1000, Train Loss: 0.5961, Validation Loss: 0.8857
Epoch 67/1000, Train Loss: 0.6114, Validation Loss: 0.7941
Epoch 68/1000, Train Loss: 0.5871, Validation Loss: 1.5101
Epoch 69/1000, Train Loss: 0.5732, Validation Loss: 2.4868
Epoch 70/1000, Train Loss: 0.5669, Validation Loss: 2.4497
Epoch 71/1000, Train Loss: 0.6091, Validation Loss: 0.5730
Epoch 72/1000, Train Loss: 0.5785, Validation Loss: 0.6540
Epoch 73/1000, Train Loss: 0.5641, Validation Loss: 1.1641
Epoch 74/1000, Train Loss: 0.5554, Validation Loss: 2.4009
Epoch 75/1000, Train Loss: 0.5538, Validation Loss: 1.6141
