Waiting for sweep ID...
Found Sweep ID: be12np04
Starting wandb agent for sweep be12np04...
TRAINING DEVICE: cpu
Run Name: GCN_global_hp_sweep_be12np04-c4qqf0sg
finidhed preparing data
Loading dataset from pretrain_dataset_12.5k_fixed_duplicates.pkl
Loaded 412712 data objects.
finished preparing data
Epoch 1/1000, Train Loss: 4.9468, Validation Loss: 1.4872
Epoch 2/1000, Train Loss: 1.4593, Validation Loss: 2.3834
Epoch 3/1000, Train Loss: 1.4946, Validation Loss: 1.3763
Epoch 4/1000, Train Loss: 1.4466, Validation Loss: 1.5781
Epoch 5/1000, Train Loss: 1.3104, Validation Loss: 1.9783
Epoch 6/1000, Train Loss: 1.3062, Validation Loss: 2.9861
Epoch 7/1000, Train Loss: 1.3520, Validation Loss: 3.7242
Epoch 8/1000, Train Loss: 1.1718, Validation Loss: 2.6434
Epoch 9/1000, Train Loss: 1.2108, Validation Loss: 6.2693
Epoch 10/1000, Train Loss: 1.2601, Validation Loss: 1.3722
Epoch 11/1000, Train Loss: 1.1207, Validation Loss: 0.9664
Epoch 12/1000, Train Loss: 1.2396, Validation Loss: 1.7491
Epoch 13/1000, Train Loss: 1.2331, Validation Loss: 1.5134
Epoch 14/1000, Train Loss: 1.1741, Validation Loss: 3.9527
Epoch 15/1000, Train Loss: 1.1560, Validation Loss: 2.7450
Epoch 16/1000, Train Loss: 1.1773, Validation Loss: 1.6262
Epoch 17/1000, Train Loss: 1.1559, Validation Loss: 1.1948
Epoch 18/1000, Train Loss: 1.1079, Validation Loss: 1.0764
Epoch 19/1000, Train Loss: 1.0896, Validation Loss: 1.3953
Epoch 20/1000, Train Loss: 1.0324, Validation Loss: 2.0155
Epoch 21/1000, Train Loss: 1.0650, Validation Loss: 2.3269
Epoch 22/1000, Train Loss: 1.0532, Validation Loss: 2.2962
Epoch 23/1000, Train Loss: 1.1089, Validation Loss: 1.3898
Epoch 24/1000, Train Loss: 1.1038, Validation Loss: 2.2762
Epoch 25/1000, Train Loss: 1.0456, Validation Loss: 0.9527
Epoch 26/1000, Train Loss: 1.0115, Validation Loss: 1.1656
Epoch 27/1000, Train Loss: 1.0012, Validation Loss: 2.0309
Epoch 28/1000, Train Loss: 0.9785, Validation Loss: 1.2449
Epoch 29/1000, Train Loss: 1.0387, Validation Loss: 0.9827
Epoch 30/1000, Train Loss: 1.0541, Validation Loss: 1.0490
Epoch 31/1000, Train Loss: 1.0085, Validation Loss: 1.2899
Epoch 32/1000, Train Loss: 1.0503, Validation Loss: 1.4411
