Waiting for sweep ID...
Found Sweep ID: be12np04
Starting wandb agent for sweep be12np04...
TRAINING DEVICE: cpu
Run Name: GCN_global_hp_sweep_be12np04-e9oni34w
finidhed preparing data
Loading dataset from pretrain_dataset_12.5k_fixed_duplicates.pkl
Loaded 412712 data objects.
finished preparing data
Epoch 1/1000, Train Loss: 14.8863, Validation Loss: 2.3334
Epoch 2/1000, Train Loss: 1.5600, Validation Loss: 1.7182
Epoch 3/1000, Train Loss: 1.4506, Validation Loss: 1.8121
Epoch 4/1000, Train Loss: 2.1839, Validation Loss: 1.7423
Epoch 5/1000, Train Loss: 1.5202, Validation Loss: 2.5234
Epoch 6/1000, Train Loss: 1.3932, Validation Loss: 1.2847
Epoch 7/1000, Train Loss: 22.7382, Validation Loss: 1.2191
Epoch 8/1000, Train Loss: 1.5571, Validation Loss: 3.0791
Epoch 9/1000, Train Loss: 1.3415, Validation Loss: 2.6605
Epoch 10/1000, Train Loss: 1.2729, Validation Loss: 1.9336
Epoch 11/1000, Train Loss: 2.1044, Validation Loss: 1.2903
Epoch 12/1000, Train Loss: 84.9721, Validation Loss: 1.1250
Epoch 13/1000, Train Loss: 1.1941, Validation Loss: 1.9395
Epoch 14/1000, Train Loss: 24.8946, Validation Loss: 3.6722
Epoch 15/1000, Train Loss: 1.1695, Validation Loss: 1.5261
Epoch 16/1000, Train Loss: 1.6667, Validation Loss: 1.1522
Epoch 17/1000, Train Loss: 38.9924, Validation Loss: 5.3531
Epoch 18/1000, Train Loss: 2.0426, Validation Loss: 6.0647
Epoch 19/1000, Train Loss: 1.3877, Validation Loss: 1.4154
Epoch 20/1000, Train Loss: 1.5938, Validation Loss: 2.5564
Epoch 21/1000, Train Loss: 8.9655, Validation Loss: 1.4589
Epoch 22/1000, Train Loss: 1.1194, Validation Loss: 2.3639
Epoch 23/1000, Train Loss: 1.9259, Validation Loss: 1.6737
Epoch 24/1000, Train Loss: 1.1499, Validation Loss: 1.2015
Epoch 25/1000, Train Loss: 1.2725, Validation Loss: 1.9648
Epoch 26/1000, Train Loss: 9.4379, Validation Loss: 1.3253
Epoch 27/1000, Train Loss: 97.2118, Validation Loss: 0.9027
Epoch 28/1000, Train Loss: 1.1371, Validation Loss: 2.0596
Epoch 29/1000, Train Loss: 4.7062, Validation Loss: 3.4459
Epoch 30/1000, Train Loss: 1.2604, Validation Loss: 1.7719
Epoch 31/1000, Train Loss: 1.8291, Validation Loss: 1.8460
Epoch 32/1000, Train Loss: 1.1409, Validation Loss: 3.3926
Epoch 33/1000, Train Loss: 1.2654, Validation Loss: 2.8169
Epoch 34/1000, Train Loss: 106.7809, Validation Loss: 1.6746
Epoch 35/1000, Train Loss: 1.2514, Validation Loss: 1.7870
Epoch 36/1000, Train Loss: 1.1173, Validation Loss: 2.5575
Epoch 37/1000, Train Loss: 1.0637, Validation Loss: 2.4131
Epoch 38/1000, Train Loss: 1.1341, Validation Loss: 1.4602
Epoch 39/1000, Train Loss: 338.5568, Validation Loss: 3450758.3673
Epoch 40/1000, Train Loss: 2965.1355, Validation Loss: 1.8222
Epoch 41/1000, Train Loss: 1.0994, Validation Loss: 0.9239
Epoch 42/1000, Train Loss: 566.1457, Validation Loss: 3.4133
Epoch 43/1000, Train Loss: 1.0487, Validation Loss: 1.9129
Epoch 44/1000, Train Loss: 1.0762, Validation Loss: 2.0656
Epoch 45/1000, Train Loss: 1.1012, Validation Loss: 1.4653
Epoch 46/1000, Train Loss: 4.4406, Validation Loss: 2.7373
Epoch 47/1000, Train Loss: 11.2168, Validation Loss: 1.5202
Epoch 48/1000, Train Loss: 1.0333, Validation Loss: 1.9897
Epoch 49/1000, Train Loss: 9.3880, Validation Loss: 2.5686
Epoch 50/1000, Train Loss: 2.8046, Validation Loss: 2.3307
Epoch 51/1000, Train Loss: 1.0788, Validation Loss: 1.1844
Epoch 52/1000, Train Loss: 2.9980, Validation Loss: 6.9890
Epoch 53/1000, Train Loss: 1.2562, Validation Loss: 2.6365
Epoch 54/1000, Train Loss: 39.5923, Validation Loss: 1.3776
Epoch 55/1000, Train Loss: 18.5953, Validation Loss: 5.3084
Epoch 56/1000, Train Loss: 1.8242, Validation Loss: 1.2294
Epoch 57/1000, Train Loss: 1.1016, Validation Loss: 2.0399
Epoch 58/1000, Train Loss: 0.9580, Validation Loss: 2.5063
Epoch 59/1000, Train Loss: 590.8858, Validation Loss: 2.5215
Epoch 60/1000, Train Loss: 1.2843, Validation Loss: 3.6225
Epoch 61/1000, Train Loss: 0.9627, Validation Loss: 2.7762
Epoch 62/1000, Train Loss: 1.1345, Validation Loss: 2.1636
Epoch 63/1000, Train Loss: 301336.0315, Validation Loss: 0.8442
Epoch 64/1000, Train Loss: 0.9350, Validation Loss: 5.6705
Epoch 65/1000, Train Loss: 1.7761, Validation Loss: 5.4072
Epoch 66/1000, Train Loss: 1.1062, Validation Loss: 7.5852
Epoch 67/1000, Train Loss: 1.1957, Validation Loss: 2.8535
Epoch 68/1000, Train Loss: 0.9314, Validation Loss: 1.8356
Epoch 69/1000, Train Loss: 437.2591, Validation Loss: 4.9233
Epoch 70/1000, Train Loss: 0.9440, Validation Loss: 3.0992
Epoch 71/1000, Train Loss: 2.0527, Validation Loss: 6.1896
Epoch 72/1000, Train Loss: 97.2073, Validation Loss: 373.9691
Epoch 73/1000, Train Loss: 6.2757, Validation Loss: 5.3413
Epoch 74/1000, Train Loss: 0.9155, Validation Loss: 2.3225
Epoch 75/1000, Train Loss: 52.1861, Validation Loss: 6.1173
Epoch 76/1000, Train Loss: 3.0764, Validation Loss: 7.6065
Epoch 77/1000, Train Loss: 0.9611, Validation Loss: 1.4740
Epoch 78/1000, Train Loss: 6.4155, Validation Loss: 3.2711
Epoch 79/1000, Train Loss: 11.7282, Validation Loss: 2.0783
Epoch 80/1000, Train Loss: 1.8053, Validation Loss: 2.7846
Epoch 81/1000, Train Loss: 7.8493, Validation Loss: 4.9228
Epoch 82/1000, Train Loss: 1.0408, Validation Loss: 7.1297
Epoch 83/1000, Train Loss: 51.8710, Validation Loss: 1.3423
Epoch 84/1000, Train Loss: 29.6827, Validation Loss: 6.2941
Epoch 85/1000, Train Loss: 6.6394, Validation Loss: 6.3986
Epoch 86/1000, Train Loss: 61.6521, Validation Loss: 8.1991
Epoch 87/1000, Train Loss: 4.7096, Validation Loss: 3.0097
Epoch 88/1000, Train Loss: 18.3189, Validation Loss: 1.9882
Epoch 89/1000, Train Loss: 1.4314, Validation Loss: 1.3903
Epoch 90/1000, Train Loss: 1.2305, Validation Loss: 3.6815
Epoch 91/1000, Train Loss: 1.3373, Validation Loss: 1.0968
Epoch 92/1000, Train Loss: 1.1635, Validation Loss: 5.6432
Epoch 93/1000, Train Loss: 1.1013, Validation Loss: 1.7994
Epoch 94/1000, Train Loss: 2.5630, Validation Loss: 3.6349
Epoch 95/1000, Train Loss: 313.2162, Validation Loss: 1.9221
Epoch 96/1000, Train Loss: 1.3157, Validation Loss: 1.7908
Epoch 97/1000, Train Loss: 1.1227, Validation Loss: 1.4903
Epoch 98/1000, Train Loss: 1.5514, Validation Loss: 2.4676
Epoch 99/1000, Train Loss: 1.1437, Validation Loss: 1.3624
Epoch 100/1000, Train Loss: 1.2448, Validation Loss: 5.6635
Epoch 101/1000, Train Loss: 1.1338, Validation Loss: 1.0110
Epoch 102/1000, Train Loss: 1.2662, Validation Loss: 3.7354
Epoch 103/1000, Train Loss: 1.1942, Validation Loss: 2.9277
Epoch 104/1000, Train Loss: 1.1881, Validation Loss: 2.3242
Epoch 105/1000, Train Loss: 1.0811, Validation Loss: 1.0249
Epoch 106/1000, Train Loss: 1.3103, Validation Loss: 6.2145
Epoch 107/1000, Train Loss: 2.5848, Validation Loss: 0.8756
Epoch 108/1000, Train Loss: 15.1221, Validation Loss: 1.3106
Epoch 109/1000, Train Loss: 1.3736, Validation Loss: 7.6463
Epoch 110/1000, Train Loss: 8.7853, Validation Loss: 2.2359
Epoch 111/1000, Train Loss: 4.5654, Validation Loss: 1.2189
Epoch 112/1000, Train Loss: 1.0880, Validation Loss: 4.3220
Epoch 113/1000, Train Loss: 1.2776, Validation Loss: 1.4819
Epoch 114/1000, Train Loss: 1.0933, Validation Loss: 2.5635
Epoch 115/1000, Train Loss: 2.7518, Validation Loss: 1.8523
Epoch 116/1000, Train Loss: 143.9792, Validation Loss: 1.1567
Epoch 117/1000, Train Loss: 1.1689, Validation Loss: 2.0650
Epoch 118/1000, Train Loss: 1.1306, Validation Loss: 6.8647
Epoch 119/1000, Train Loss: 432.8911, Validation Loss: 1.1256
Epoch 120/1000, Train Loss: 1.2336, Validation Loss: 2.2649
