Waiting for sweep ID...
Found Sweep ID: be12np04
Starting wandb agent for sweep be12np04...
TRAINING DEVICE: cpu
Run Name: GCN_global_hp_sweep_be12np04-oexfmtsv
finidhed preparing data
Loading dataset from pretrain_dataset_12.5k_fixed_duplicates.pkl
Loaded 412712 data objects.
finished preparing data
Epoch 1/1000, Train Loss: 78.2714, Validation Loss: 11.7960
Epoch 2/1000, Train Loss: 4.6602, Validation Loss: 2.2906
Epoch 3/1000, Train Loss: 2.8903, Validation Loss: 1.8061
Epoch 4/1000, Train Loss: 2.6522, Validation Loss: 1.9829
Epoch 5/1000, Train Loss: 1.7919, Validation Loss: 2.4161
Epoch 6/1000, Train Loss: 1.5727, Validation Loss: 1.0901
Epoch 7/1000, Train Loss: 1.5136, Validation Loss: 1.6103
Epoch 8/1000, Train Loss: 1.3977, Validation Loss: 2.3182
Epoch 9/1000, Train Loss: 1.4308, Validation Loss: 1.0782
Epoch 10/1000, Train Loss: 1.3063, Validation Loss: 1.6427
Epoch 11/1000, Train Loss: 1.2111, Validation Loss: 2.3441
Epoch 12/1000, Train Loss: 1.2469, Validation Loss: 1.5047
Epoch 13/1000, Train Loss: 1.1735, Validation Loss: 1.8727
Epoch 14/1000, Train Loss: 157.8783, Validation Loss: 6.0807
Epoch 15/1000, Train Loss: 6.2352, Validation Loss: 6.2770
Epoch 16/1000, Train Loss: 6.5343, Validation Loss: 6.1347
Epoch 17/1000, Train Loss: 6.2180, Validation Loss: 6.0358
Epoch 18/1000, Train Loss: 7.6580, Validation Loss: 6.3745
Epoch 19/1000, Train Loss: 6.2868, Validation Loss: 5.9593
Epoch 20/1000, Train Loss: 6.2099, Validation Loss: 6.1748
Epoch 21/1000, Train Loss: 10.7668, Validation Loss: 6.0921
Epoch 22/1000, Train Loss: 6.2052, Validation Loss: 6.1036
Epoch 23/1000, Train Loss: 6.5194, Validation Loss: 6.1260
Epoch 24/1000, Train Loss: 6.7001, Validation Loss: 6.0827
Epoch 25/1000, Train Loss: 7.9473, Validation Loss: 6.1316
Epoch 26/1000, Train Loss: 6.3894, Validation Loss: 6.0681
Epoch 27/1000, Train Loss: 6.8932, Validation Loss: 6.0657
Epoch 28/1000, Train Loss: 6.2026, Validation Loss: 6.0758
Epoch 29/1000, Train Loss: 6.4040, Validation Loss: 6.0931
Epoch 30/1000, Train Loss: 7.9361, Validation Loss: 6.0767
Epoch 31/1000, Train Loss: 6.7468, Validation Loss: 6.0631
Epoch 32/1000, Train Loss: 6.1865, Validation Loss: 6.0749
Epoch 33/1000, Train Loss: 32.8070, Validation Loss: 822830.9619
Epoch 34/1000, Train Loss: 2157.4850, Validation Loss: 6.1446
Epoch 35/1000, Train Loss: 6.2018, Validation Loss: 6.2679
Epoch 36/1000, Train Loss: 6.2252, Validation Loss: 6.0835
Epoch 37/1000, Train Loss: 6.2093, Validation Loss: 6.1051
Epoch 38/1000, Train Loss: 2320.2958, Validation Loss: 7.5383
Epoch 39/1000, Train Loss: 6.2174, Validation Loss: 6.1317
Epoch 40/1000, Train Loss: 6.2075, Validation Loss: 6.0689
Epoch 41/1000, Train Loss: 6.2900, Validation Loss: 6.1047
Epoch 42/1000, Train Loss: 6.2100, Validation Loss: 6.0900
Epoch 43/1000, Train Loss: 6.2355, Validation Loss: 6.0617
Epoch 44/1000, Train Loss: 7.6858, Validation Loss: 6.0842
Epoch 45/1000, Train Loss: 6.1903, Validation Loss: 6.0948
Epoch 46/1000, Train Loss: 176.7843, Validation Loss: 6.1409
Epoch 47/1000, Train Loss: 6.2149, Validation Loss: 6.0802
Epoch 48/1000, Train Loss: 6.2173, Validation Loss: 6.1923
Epoch 49/1000, Train Loss: 6.2025, Validation Loss: 6.1563
Epoch 50/1000, Train Loss: 6.2047, Validation Loss: 6.0745
Epoch 51/1000, Train Loss: 115.5977, Validation Loss: 6.1180
Epoch 52/1000, Train Loss: 6.2288, Validation Loss: 6.0893
Epoch 53/1000, Train Loss: 6.2088, Validation Loss: 6.2464
Epoch 54/1000, Train Loss: 81.5107, Validation Loss: 6.0890
Epoch 55/1000, Train Loss: 6.1812, Validation Loss: 6.0774
Epoch 56/1000, Train Loss: 6.2220, Validation Loss: 6.1109
Epoch 57/1000, Train Loss: 479.6343, Validation Loss: 6.0861
Epoch 58/1000, Train Loss: 6.2185, Validation Loss: 6.0632
Epoch 59/1000, Train Loss: 6.2637, Validation Loss: 6.1731
Epoch 60/1000, Train Loss: 6.2040, Validation Loss: 6.0676
Epoch 61/1000, Train Loss: 6.2148, Validation Loss: 6.0638
Epoch 62/1000, Train Loss: 6.2651, Validation Loss: 6.3533
Epoch 63/1000, Train Loss: 6.2441, Validation Loss: 6.0652
Epoch 64/1000, Train Loss: 6.3135, Validation Loss: 6.1003
Epoch 65/1000, Train Loss: 6.2716, Validation Loss: 6.0823
Epoch 66/1000, Train Loss: 9.5921, Validation Loss: 6.0870
Epoch 67/1000, Train Loss: 6.2559, Validation Loss: 6.1752
Epoch 68/1000, Train Loss: 6.2771, Validation Loss: 6.1112
Epoch 69/1000, Train Loss: 6.1739, Validation Loss: 6.1875
Epoch 70/1000, Train Loss: 6.2423, Validation Loss: 6.0632
Epoch 71/1000, Train Loss: 507.5476, Validation Loss: 6.1116
Epoch 72/1000, Train Loss: 6.1781, Validation Loss: 6.0754
Epoch 73/1000, Train Loss: 6.2337, Validation Loss: 6.0760
Epoch 74/1000, Train Loss: 6.9457, Validation Loss: 6.0642
Epoch 75/1000, Train Loss: 6.3103, Validation Loss: 6.0866
Epoch 76/1000, Train Loss: 6.2192, Validation Loss: 6.1088
Epoch 77/1000, Train Loss: 351.8351, Validation Loss: 6.0626
