Waiting for sweep ID...
Found Sweep ID: o2yj2zlq
Starting wandb agent for sweep o2yj2zlq...
TRAINING DEVICE: cpu
Run Name: GCN_sag_hp_sweep_sag_o2yj2zlq-4ma1lwuq
finidhed preparing data
Loading dataset from pretrain_dataset_12.5k_fixed_duplicates.pkl
Loaded 412712 data objects.
finished preparing data
Epoch 1/1000, Train Loss: 3.7417, Validation Loss: 2.3086
Epoch 2/1000, Train Loss: 2.0496, Validation Loss: 1.6879
Epoch 3/1000, Train Loss: 1.4863, Validation Loss: 1.5216
Epoch 4/1000, Train Loss: 1.5721, Validation Loss: 2.7425
Epoch 5/1000, Train Loss: 1.5843, Validation Loss: 1.6215
Epoch 6/1000, Train Loss: 1.3967, Validation Loss: 1.6807
Epoch 7/1000, Train Loss: 1.4627, Validation Loss: 1.2725
Epoch 8/1000, Train Loss: 1.4913, Validation Loss: 1.5055
Epoch 9/1000, Train Loss: 2.2223, Validation Loss: 2.1688
Epoch 10/1000, Train Loss: 1.5319, Validation Loss: 2.2946
Epoch 11/1000, Train Loss: 1.2686, Validation Loss: 1.1750
Epoch 12/1000, Train Loss: 1.2061, Validation Loss: 1.1645
Epoch 13/1000, Train Loss: 1.2955, Validation Loss: 11.0981
Epoch 14/1000, Train Loss: 1.3285, Validation Loss: 1.4625
Epoch 15/1000, Train Loss: 1.3060, Validation Loss: 1.4549
Epoch 16/1000, Train Loss: 1.3482, Validation Loss: 6.2791
Epoch 17/1000, Train Loss: 1.2571, Validation Loss: 1.7602
Epoch 18/1000, Train Loss: 1.1724, Validation Loss: 1.0272
Epoch 19/1000, Train Loss: 1.3700, Validation Loss: 6.0959
Epoch 20/1000, Train Loss: 1.2429, Validation Loss: 1.5797
Epoch 21/1000, Train Loss: 1.1960, Validation Loss: 3.9993
Epoch 22/1000, Train Loss: 1.4729, Validation Loss: 0.9195
Epoch 23/1000, Train Loss: 1.1212, Validation Loss: 1.7469
Epoch 24/1000, Train Loss: 1.1579, Validation Loss: 1.2080
Epoch 25/1000, Train Loss: 1.1002, Validation Loss: 2.0657
Epoch 26/1000, Train Loss: 1.0583, Validation Loss: 4.0531
Epoch 27/1000, Train Loss: 1.0837, Validation Loss: 8.3224
Epoch 28/1000, Train Loss: 1.1058, Validation Loss: 0.9593
Epoch 29/1000, Train Loss: 1.0752, Validation Loss: 1.0464
Epoch 30/1000, Train Loss: 1.0735, Validation Loss: 1.2231
Epoch 31/1000, Train Loss: 2.0843, Validation Loss: 2.1924
Epoch 32/1000, Train Loss: 1.0127, Validation Loss: 2.9884
Epoch 33/1000, Train Loss: 0.9806, Validation Loss: 2.9365
Epoch 34/1000, Train Loss: 1.0230, Validation Loss: 2.5061
Epoch 35/1000, Train Loss: 1.0223, Validation Loss: 2.0062
Epoch 36/1000, Train Loss: 1.0213, Validation Loss: 3.1677
Epoch 37/1000, Train Loss: 0.9647, Validation Loss: 1.0028
Epoch 38/1000, Train Loss: 0.9831, Validation Loss: 1.2903
Epoch 39/1000, Train Loss: 1.0476, Validation Loss: 1.2848
Epoch 40/1000, Train Loss: 0.9912, Validation Loss: 0.9214
Epoch 41/1000, Train Loss: 0.9689, Validation Loss: 1.0368
Epoch 42/1000, Train Loss: 0.9413, Validation Loss: 1.1193
Epoch 43/1000, Train Loss: 1.0944, Validation Loss: 1.9091
Epoch 44/1000, Train Loss: 0.9941, Validation Loss: 2.6679
Epoch 45/1000, Train Loss: 1.0289, Validation Loss: 1.7175
