Creating sweep...
foo1
dos27rz7
Sweep created with ID: dos27rz7
Starting wandb agent for sweep dos27rz7...
TRAINING DEVICE: cpu
Run Name: GIN_global_hp_sweep_global_dos27rz7-b021fu9i
finidhed preparing data
Loading dataset from pretrain_dataset_12.5k_fixed_duplicates.pkl
Loaded 412712 data objects.
finished preparing data
Epoch 1/1000, Train Loss: 1.8512, Validation Loss: 1.3071
Epoch 2/1000, Train Loss: 1.2673, Validation Loss: 1.5407
Epoch 3/1000, Train Loss: 1.1644, Validation Loss: 2.3618
Epoch 4/1000, Train Loss: 1.0911, Validation Loss: 2.6373
Epoch 5/1000, Train Loss: 1.0472, Validation Loss: 1.7119
Epoch 6/1000, Train Loss: 1.0026, Validation Loss: 0.9532
Epoch 7/1000, Train Loss: 0.9695, Validation Loss: 1.2362
Epoch 8/1000, Train Loss: 0.9404, Validation Loss: 1.6109
Epoch 9/1000, Train Loss: 0.9146, Validation Loss: 1.3457
Epoch 10/1000, Train Loss: 0.9215, Validation Loss: 1.2122
Epoch 11/1000, Train Loss: 0.8852, Validation Loss: 1.1483
Epoch 12/1000, Train Loss: 0.8498, Validation Loss: 1.3495
Epoch 13/1000, Train Loss: 0.8562, Validation Loss: 1.8419
Epoch 14/1000, Train Loss: 0.8027, Validation Loss: 1.3364
Epoch 15/1000, Train Loss: 0.8121, Validation Loss: 1.8841
Epoch 16/1000, Train Loss: 0.7806, Validation Loss: 1.7581
Epoch 17/1000, Train Loss: 0.7511, Validation Loss: 2.0720
Epoch 18/1000, Train Loss: 0.7311, Validation Loss: 1.8044
Epoch 19/1000, Train Loss: 0.7394, Validation Loss: 2.6841
Epoch 20/1000, Train Loss: 0.7363, Validation Loss: 0.7040
Epoch 21/1000, Train Loss: 0.7061, Validation Loss: 0.9953
Epoch 22/1000, Train Loss: 0.6969, Validation Loss: 0.6952
Epoch 23/1000, Train Loss: 0.6890, Validation Loss: 0.8170
Epoch 24/1000, Train Loss: 0.7007, Validation Loss: 2.4711
Epoch 25/1000, Train Loss: 0.6810, Validation Loss: 0.8445
Epoch 26/1000, Train Loss: 0.6567, Validation Loss: 1.3048
Epoch 27/1000, Train Loss: 0.6642, Validation Loss: 1.3774
Epoch 28/1000, Train Loss: 0.6375, Validation Loss: 1.2546
Epoch 29/1000, Train Loss: 0.6416, Validation Loss: 0.6116
Epoch 30/1000, Train Loss: 0.6418, Validation Loss: 1.9639
Epoch 31/1000, Train Loss: 0.6190, Validation Loss: 0.8340
Epoch 32/1000, Train Loss: 0.6314, Validation Loss: 3.3808
Epoch 33/1000, Train Loss: 0.6241, Validation Loss: 0.5950
Epoch 34/1000, Train Loss: 0.6036, Validation Loss: 0.9069
Epoch 35/1000, Train Loss: 0.6163, Validation Loss: 0.6162
Epoch 36/1000, Train Loss: 0.5936, Validation Loss: 1.0187
Epoch 37/1000, Train Loss: 0.5879, Validation Loss: 1.3511
Epoch 38/1000, Train Loss: 0.5912, Validation Loss: 0.6212
Epoch 39/1000, Train Loss: 0.5909, Validation Loss: 0.5294
Epoch 40/1000, Train Loss: 0.5751, Validation Loss: 2.1036
